urlid,label
10125,0
8900,0
7028,0
3419,0
5514,0
2770,0
5007,0
1931,0
9768,0
3337,0
703,0
6685,0
6064,0
1881,0
4842,0
8432,0
3569,0
9797,0
2829,0
3739,0
2128,0
2372,0
3354,0
3321,0
8532,0
1800,0
2560,0
3936,0
2588,0
4890,0
8912,0
6192,0
8658,0
5272,0
10404,0
2299,0
9419,0
3018,0
8642,0
6594,0
8852,0
9212,0
7081,0
8469,0
1372,0
2514,0
2311,0
5548,0
9024,0
10324,0
7735,0
1488,0
9130,0
2307,0
2374,0
10519,0
10264,0
9908,0
1073,0
118,0
8884,0
242,0
6300,0
5422,0
899,0
773,0
70,0
9249,0
8847,0
432,0
468,0
7830,0
4642,0
1782,0
8683,0
8551,0
5224,0
922,0
757,0
1101,0
6804,0
9266,0
6487,0
5627,0
4972,0
3596,0
1420,0
10209,0
8629,0
3147,0
9821,0
10377,0
456,0
9887,0
8864,0
5665,0
1764,0
9198,0
7536,0
991,0
1537,0
3450,0
5663,0
4221,0
3350,0
943,0
3203,0
1144,0
2334,0
7074,0
10071,0
7540,0
4143,0
6643,0
1067,0
6356,0
8133,0
108,0
308,0
7432,0
2652,0
4740,0
7048,0
490,0
6808,0
7990,0
4460,0
6803,0
2414,0
8085,0
2031,0
8476,0
9840,0
2853,0
8114,0
6245,0
8918,0
2621,0
5344,0
3775,0
631,0
10481,0
8188,0
9830,0
5426,0
6688,0
4132,0
588,0
5600,0
4743,0
8711,0
6039,0
4576,0
6941,0
10202,0
6632,0
1079,0
9642,0
5401,0
600,0
4873,0
5558,0
483,0
10378,0
9004,0
2809,0
9542,0
3215,0
6924,0
7213,0
3105,0
9771,0
632,0
3232,0
1543,0
2164,0
4559,0
9530,0
2033,0
2842,0
4186,0
4078,0
8093,0
7286,0
7044,0
9234,0
8536,0
307,0
4382,0
1350,0
4632,0
5639,0
6445,0
10511,0
8601,0
137,0
2298,0
8978,0
7218,0
856,0
736,0
7719,0
3177,0
2564,0
3123,0
4827,0
6386,0
708,0
1414,0
7190,0
10298,0
838,0
10145,0
3071,0
5329,0
462,0
9809,0
7279,0
2707,0
3671,0
516,0
10395,0
8167,0
2138,0
5192,0
1377,0
1390,0
1244,0
8424,0
205,0
9592,0
116,0
8306,0
7649,0
9560,0
2102,0
10490,0
97,0
7618,0
9413,0
6148,0
7147,0
2430,0
7539,0
7475,0
7796,0
1582,0
8454,0
3164,0
2375,0
980,0
10233,0
2271,0
7843,0
6165,0
3449,0
8757,0
9757,0
6925,0
6191,0
6985,0
9064,0
2691,0
657,0
858,0
6677,0
642,0
2627,0
1569,0
3674,0
10095,0
7423,0
4993,0
4983,0
7070,0
700,0
2447,0
2380,0
8418,0
1288,0
9400,0
8530,0
784,0
2969,0
892,0
5679,0
4650,0
994,0
9751,0
9462,0
4958,0
506,0
4631,0
4321,0
5617,0
7571,0
6873,0
7964,0
4567,0
7429,0
3615,0
8744,0
1142,0
6189,0
3411,0
9133,0
5806,0
2385,0
801,0
4672,0
6530,0
260,0
6624,0
2001,0
8403,0
4935,0
7264,0
9714,0
5903,0
3176,0
7441,0
